公司代號,投資公司名稱,投資公司英文全稱,英文簡稱,境外投資公司名稱,境外子公司名稱,地區別代號,FACILITY_NAME,ICIS_FACILITY_ID,NPDES_ID,資料來源,匹配分數,匹配英文名稱,匹配英文名稱類型,NPDES_VIOLATION_ID,VIOLATION_TYPE_CODE,VIOLATION_CODE,VIOLATION_DESC,SINGLE_EVENT_VIOLATION_DATE,SINGLE_EVENT_END_DATE,SINGLE_EVENT_VIOLATION_COMMENT,SINGLE_EVENT_AGENCY_TYPE_CODE,RNC_DETECTION_CODE,RNC_DETECTION_DESC,RNC_DETECTION_DATE,RNC_RESOLUTION_CODE,RNC_RESOLUTION_DESC,RNC_RESOLUTION_DATE,VIOLATION_TYPE,VIOLATION_TYPE_DESC,COMP_SCHEDULE_EVENT_ID,COMP_SCHEDULE_NMBR,SCHEDULE_EVENT_CODE,SCHEDULE_EVENT_DESC,SCHEDULE_DATE,ACTUAL_DATE,REPORT_RECEIVED_DATE,PERM_SCHEDULE_EVENT_ID,VERSION_NMBR,ACTIVITY_ID,PERM_FEATURE_NMBR,PERMIT_ACTIVITY_ID,LIMIT_SET_DESIGNATOR,MONITORING_LOCATION_CODE,DMR_FORM_VALUE_ID,DMR_VALUE_NMBR,DMR_VALUE_ID,DMR_PARAMETER_ID,NODI_CODE,ADJUSTED_DMR_VALUE_NMBR,LIMIT_VALUE_STANDARD_UNITS,PARAMETER_CODE,PARAMETER_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,MONITORING_PERIOD_END_DATE,NMBR_OF_REPORT,EXCEEDENCE_PCT,VALUE_QUALIFIER_CODE,UNIT_CODE,VALUE_RECEIVED_DATE,DAYS_LATE,ADJUSTED_DMR_STANDARD_UNITS,LIMIT_ID,DMR_VALUE_STANDARD_UNITS,VALUE_TYPE_CODE,STATISTICAL_BASE_CODE,STATISTICAL_BASE_MONTHLY_AVG,STATISTICAL_BASE_SHORT_DESC
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401634086.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778437.0,5.6,424217807.0,408755687.0,,,6.5,00400,pH,12,SU,02/29/1996,1.0,,,,03/25/1996,,,400242042.0,5.6,C1,ME,,MINIMUM
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633473.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777024.0,95.4,424216074.0,408755404.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,05/31/1992,1.0,854.0,,,06/25/1992,,,400242040.0,95.4,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600885617.0,,D80,"DMR, Monitor Only - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",11/27/1993,2,RE - Back into Compliance,11/29/1993,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,2,I,443781529.0,42.0,424219129.0,408756305.0,,,,00620,"Nitrogen, nitrate total [as N]",19,mg/L,09/30/1993,3.0,,,,11/29/1993,32.0,,400242058.0,42.0,C3,QB,N,QRTR MAX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633728.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777254.0,59.0,424216764.0,408755450.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,03/31/1996,1.0,490.0,,,05/06/1996,8.0,,400242040.0,59.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600884812.0,,D80,"DMR, Monitor Only - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",11/27/1993,2,RE - Back into Compliance,11/29/1993,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,1,I,443779384.0,8.2,424218294.0,408755876.0,,,,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1993,3.0,,,,11/29/1993,32.0,,400242044.0,8.2,C3,QB,N,QRTR MAX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600846579.0,,D90,"DMR, Limited - Overdue",,,,,N,Non-Receipt of DMR/Schedule Report,05/30/1997,2,RE - Back into Compliance,08/29/2000,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443777905.0,,424217995.0,408755581.0,R,,0.000625,00056,Flow rate,03,MGD,03/31/1997,1.0,,,,08/29/2000,1219.0,,400242041.0,,Q1,3B,A,30DA ARI
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633513.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777064.0,49.9,424216194.0,408755412.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,01/31/1993,1.0,399.0,,,02/25/1993,,,400242040.0,49.9,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633708.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777234.0,66.0,424216704.0,408755446.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,11/30/1995,1.0,560.0,,,12/25/1995,,,400242040.0,66.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633458.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777009.0,62.13,424216029.0,408755401.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,02/29/1992,1.0,521.0,,,03/25/1992,,,400242040.0,62.13,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633858.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778849.0,60.1,424217259.0,408755769.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,01/31/1993,1.0,501.0,,,02/25/1993,,,400242043.0,60.1,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633498.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777049.0,68.7,424216149.0,408755409.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,10/31/1992,1.0,587.0,,,11/25/1992,,,400242040.0,68.7,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633948.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778924.0,17.0,424217484.0,408755784.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,04/30/1994,1.0,70.0,,,05/25/1994,,,400242043.0,17.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633768.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777284.0,28.0,424216854.0,408755456.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1996,1.0,180.0,,,11/20/1996,23.0,,400242040.0,28.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633723.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777249.0,59.0,424216749.0,408755449.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,02/29/1996,1.0,490.0,,,03/25/1996,,,400242040.0,59.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633688.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777219.0,50.0,424216659.0,408755443.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,08/31/1995,1.0,400.0,,,09/25/1995,,,400242040.0,50.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633833.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778824.0,72.2,424217184.0,408755764.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,08/31/1992,1.0,622.0,,,09/25/1992,,,400242043.0,72.2,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633608.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777154.0,15.0,424216464.0,408755430.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,07/31/1994,1.0,50.0,,,08/25/1994,,,400242040.0,15.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633778.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777294.0,63.0,424216884.0,408755458.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,11/30/1996,1.0,530.0,,,01/10/1997,13.0,,400242040.0,63.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600884322.0,,D80,"DMR, Monitor Only - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",11/27/1993,2,RE - Back into Compliance,11/29/1993,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,2,I,443780944.0,42.0,424219119.0,408756188.0,,,,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1993,3.0,,,,11/29/1993,32.0,,400242054.0,42.0,C3,QB,N,QRTR MAX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633553.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777104.0,12.6,424216314.0,408755420.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1993,1.0,26.0,,,10/25/1993,,,400242040.0,12.6,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600911218.0,,D80,"DMR, Monitor Only - Overdue",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,2,I,443782071.0,,424218861.0,408756414.0,R,,,72025,Depth of pond or reservoir in feet,46,m,09/30/1991,3.0,,,,08/29/2000,3227.0,,400242061.0,,Q2,SE,N,Single Rdg
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633803.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778794.0,117.6,424217094.0,408755758.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,02/29/1992,1.0,1076.0,,,03/25/1992,,,400242043.0,117.6,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633798.0,,E90,"DMR, Limited - Numeric Violation",,,,,N,Non-Receipt of DMR/Schedule Report,03/29/1992,9,RE - Manual by Back into Compliance/Administratively Resolved,04/23/1992,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778789.0,124.65,424217079.0,408755757.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,01/31/1992,1.0,1146.0,,,02/25/1992,,,400242043.0,124.65,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633818.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778809.0,146.5,424217139.0,408755761.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,05/31/1992,1.0,1365.0,,,06/25/1992,,,400242043.0,146.5,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633973.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778949.0,76.0,424217559.0,408755789.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1994,1.0,660.0,,,10/25/1994,,,400242043.0,76.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633751.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443776677.0,6.1,424216817.0,408755335.0,,,6.5,00400,pH,12,SU,07/31/1996,1.0,,,,09/13/1996,16.0,,400242039.0,6.1,C1,ME,,MINIMUM
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600880703.0,,D90,"DMR, Limited - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",05/30/1997,2,RE - Back into Compliance,08/29/2000,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777314.0,,424216944.0,408755462.0,R,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,03/31/1997,1.0,,,,08/29/2000,1219.0,,400242040.0,,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401634068.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443779019.0,53.0,424217769.0,408755803.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,11/30/1995,1.0,430.0,,,12/25/1995,,,400242043.0,53.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401634168.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443779094.0,45.0,424217994.0,408755818.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,02/28/1997,1.0,350.0,,,04/04/1997,7.0,,400242043.0,45.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600857844.0,,D90,"DMR, Limited - Overdue",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778162.0,,424216982.0,408755632.0,R,,6.5,00400,pH,12,SU,07/31/1991,1.0,,,,08/29/2000,3289.0,,400242042.0,,C1,ME,,MINIMUM
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600884813.0,,D80,"DMR, Monitor Only - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",11/27/1991,2,RE - Back into Compliance,08/29/2000,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,1,I,443779344.0,,424218014.0,408755868.0,R,,,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1991,3.0,,,,08/29/2000,3227.0,,400242044.0,,C3,QB,N,QRTR MAX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600846578.0,,D90,"DMR, Limited - Overdue",,,,,N,Non-Receipt of DMR/Schedule Report,03/30/1995,2,RE - Back into Compliance,04/06/1995,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443777775.0,400.0,424217605.0,408755555.0,,,0.000625,00056,Flow rate,03,MGD,01/31/1995,1.0,,,,04/06/1995,36.0,,400242041.0,0.0004,Q1,3B,A,30DA ARI
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600910958.0,,D80,"DMR, Monitor Only - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",11/27/1991,2,RE - Back into Compliance,08/29/2000,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,2,I,443781879.0,,424218859.0,408756375.0,R,,,70295,"Solids, total dissolved",19,mg/L,09/30/1991,3.0,,,,08/29/2000,3227.0,,400242060.0,,C3,QB,N,QRTR MAX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633873.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778864.0,73.0,424217304.0,408755772.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,04/30/1993,1.0,630.0,,,05/25/1993,,,400242043.0,73.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600846577.0,,D90,"DMR, Limited - Overdue",,,,,N,Non-Receipt of DMR/Schedule Report,04/30/1995,2,RE - Back into Compliance,05/18/1995,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443777780.0,,424217620.0,408755556.0,C,,0.000625,00056,Flow rate,03,MGD,02/28/1995,1.0,,,,05/18/1995,50.0,,400242041.0,,Q1,3B,A,30DA ARI
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,3678534373.0,,D90,"DMR, Limited - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",06/28/1996,2,RE - Back into Compliance,07/02/1996,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778449.0,6.6,424217839.0,408755689.0,,,8.5,00400,pH,12,SU,04/30/1996,1.0,,,,07/02/1996,35.0,,400242042.0,6.6,C3,MB,N,MAXIMUM
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633881.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778277.0,6.4,424217327.0,408755655.0,,,6.5,00400,pH,12,SU,06/30/1993,1.0,,,,07/25/1993,,,400242042.0,6.4,C1,ME,,MINIMUM
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600857845.0,,D90,"DMR, Limited - Overdue",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778152.0,,424216952.0,408755630.0,8,,6.5,00400,pH,12,SU,05/31/1991,1.0,,,,06/25/1991,,,400242042.0,,C1,ME,,MINIMUM
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,3678534365.0,,D90,"DMR, Limited - Overdue",,,,,K,"Non-receipt Violation, Non-Monthly Average",06/28/1996,2,RE - Back into Compliance,07/02/1996,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777259.0,76.0,424216779.0,408755451.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,04/30/1996,1.0,660.0,,,07/02/1996,35.0,,400242040.0,76.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633738.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777259.0,76.0,424216779.0,408755451.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,04/30/1996,1.0,660.0,,,07/02/1996,35.0,,400242040.0,76.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633698.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777224.0,57.2,424216674.0,408755444.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,09/30/1995,1.0,472.0,,,10/25/1995,,,400242040.0,57.2,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633988.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,002,400028444.0,M,1,443778964.0,39.0,424217604.0,408755792.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,12/31/1994,1.0,290.0,,,01/25/1995,,,400242043.0,39.0,C3,DD,N,DAILY MX
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,600911214.0,,D80,"DMR, Monitor Only - Overdue",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,GMW,400028444.0,1,I,443780621.0,,424218831.0,408756124.0,R,,,72025,Depth of pond or reservoir in feet,46,m,03/31/1997,3.0,,,,08/29/2000,1219.0,,400242051.0,,Q2,SE,N,Single Rdg
2752,豆府股份有限公司,"Tofu Restaurant Co., Ltd.",TOFU,,,211--美國,TO-FU RESTAURANT,400032963,NY0222186,MOPS英文名稱匹配,97,TOFU RESTAURANT,英文全稱,401633598.0,,E90,"DMR, Limited - Numeric Violation",,,,,,,,,,,EFF,Effluent Violations,,,,,,,,,1.0,400028444.0,001,400028444.0,M,1,443777144.0,46.0,424216434.0,408755428.0,,,10.0,00600,"Nitrogen, total [as N]",19,mg/L,05/31/1994,1.0,360.0,,,06/25/1994,,,400242040.0,46.0,C3,DD,N,DAILY MX
